,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other
2537,"Tipton County, Tennessee",61434.0,49215.0,11833.0,569.0,668.0,113.0,320.0
2538,"Anderson County, Tennessee",75538.0,71090.0,3668.0,826.0,1312.0,172.0,659.0
2539,"Dyer County, Tennessee",37751.0,31832.0,5703.0,314.0,318.0,51.0,336.0
2540,"Fentress County, Tennessee",17940.0,17744.0,103.0,133.0,93.0,0.0,67.0
2541,"Gibson County, Tennessee",49222.0,39642.0,9532.0,415.0,255.0,89.0,561.0
2542,"Hamilton County, Tennessee",354589.0,273495.0,72542.0,2703.0,8483.0,369.0,4009.0
2543,"Hardeman County, Tennessee",25784.0,14741.0,10899.0,138.0,205.0,4.0,98.0
2544,"Loudon County, Tennessee",51024.0,49280.0,1011.0,373.0,468.0,41.0,679.0
2545,"Polk County, Tennessee",16722.0,16446.0,79.0,289.0,81.0,5.0,138.0
2546,"Rutherford County, Tennessee",298456.0,242494.0,47050.0,2650.0,11695.0,204.0,3934.0
2547,"Smith County, Tennessee",19279.0,18551.0,587.0,194.0,44.0,0.0,190.0
2548,"White County, Tennessee",26394.0,25937.0,758.0,225.0,28.0,0.0,10.0
2549,"Wilson County, Tennessee",128874.0,115627.0,9685.0,1274.0,2589.0,268.0,1818.0
2550,"Sullivan County, Tennessee",156519.0,151114.0,4553.0,1404.0,1509.0,188.0,1241.0
2551,"Unicoi County, Tennessee",17830.0,17518.0,138.0,70.0,108.0,0.0,153.0
2552,"Warren County, Tennessee",40210.0,38427.0,637.0,1154.0,320.0,187.0,925.0
2553,"Washington County, Tennessee",126437.0,118079.0,6679.0,1113.0,2298.0,112.0,848.0
2554,"Weakley County, Tennessee",33776.0,30347.0,3263.0,261.0,70.0,17.0,380.0
2555,"Benton County, Tennessee",16154.0,15500.0,581.0,171.0,21.0,0.0,22.0
2556,"Bledsoe County, Tennessee",14413.0,13539.0,690.0,508.0,43.0,0.0,79.0
2557,"Campbell County, Tennessee",39824.0,39279.0,270.0,409.0,173.0,0.0,78.0
2558,"Cannon County, Tennessee",13839.0,13525.0,280.0,184.0,82.0,0.0,35.0
2559,"Coffee County, Tennessee",54074.0,51106.0,1657.0,1463.0,693.0,40.0,1103.0
2560,"Fayette County, Tennessee",39336.0,27746.0,10974.0,226.0,331.0,10.0,266.0
2561,"Hancock County, Tennessee",6605.0,6504.0,44.0,63.0,19.0,0.0,8.0
2562,"Hawkins County, Tennessee",56402.0,54947.0,1052.0,459.0,348.0,58.0,361.0
2563,"Johnson County, Tennessee",17846.0,16797.0,794.0,240.0,71.0,5.0,169.0
2564,"Lincoln County, Tennessee",33543.0,30801.0,2616.0,547.0,203.0,0.0,204.0
2565,"Macon County, Tennessee",23239.0,22758.0,335.0,315.0,86.0,37.0,191.0
2566,"Moore County, Tennessee",6302.0,5966.0,110.0,168.0,125.0,0.0,7.0
2567,"Robertson County, Tennessee",68575.0,61705.0,5501.0,538.0,489.0,99.0,1488.0
2568,"Franklin County, Tennessee",41397.0,38366.0,2425.0,550.0,445.0,28.0,691.0
2569,"Blount County, Tennessee",127135.0,122164.0,4575.0,1295.0,1512.0,174.0,277.0
2570,"Cheatham County, Tennessee",39713.0,38400.0,797.0,406.0,379.0,131.0,372.0
2571,"Carter County, Tennessee",56500.0,55268.0,1102.0,474.0,283.0,46.0,66.0
2572,"Grainger County, Tennessee",22942.0,22713.0,255.0,131.0,113.0,0.0,1.0
2573,"Giles County, Tennessee",29024.0,25795.0,3276.0,325.0,189.0,0.0,195.0
2574,"Lauderdale County, Tennessee",26497.0,16980.0,9327.0,329.0,215.0,10.0,270.0
2575,"Lawrence County, Tennessee",42591.0,41083.0,929.0,427.0,300.0,34.0,388.0
2576,"Madison County, Tennessee",97887.0,59732.0,37409.0,677.0,1343.0,0.0,577.0
2577,"Marion County, Tennessee",28355.0,27556.0,676.0,912.0,205.0,47.0,108.0
2578,"Overton County, Tennessee",21995.0,21707.0,225.0,175.0,162.0,37.0,46.0
2579,"Pickett County, Tennessee",5071.0,5030.0,50.0,74.0,0.0,0.0,0.0
2580,"Sumner County, Tennessee",175730.0,158570.0,13852.0,1372.0,2965.0,186.0,2160.0
2581,"Wayne County, Tennessee",16713.0,15442.0,948.0,74.0,280.0,5.0,31.0
2582,"Trousdale County, Tennessee",8773.0,7736.0,1057.0,113.0,60.0,0.0,0.0
2583,"Williamson County, Tennessee",212161.0,193158.0,10192.0,1181.0,9737.0,159.0,1366.0
2584,"Bedford County, Tennessee",46854.0,40902.0,4154.0,404.0,501.0,139.0,2424.0
2585,"Clay County, Tennessee",7684.0,7420.0,165.0,80.0,35.0,0.0,8.0
2586,"Greene County, Tennessee",68520.0,65915.0,2009.0,507.0,450.0,10.0,733.0
2587,"Cumberland County, Tennessee",58178.0,56943.0,470.0,689.0,420.0,29.0,224.0
2588,"Shelby County, Tennessee",937847.0,383614.0,509267.0,6263.0,27679.0,1374.0,27825.0
2589,"Van Buren County, Tennessee",5675.0,5658.0,21.0,137.0,0.0,0.0,0.0
2590,"Claiborne County, Tennessee",31566.0,30909.0,445.0,349.0,254.0,71.0,24.0
2591,"Henderson County, Tennessee",27889.0,25469.0,2611.0,175.0,83.0,0.0,117.0
2592,"Hickman County, Tennessee",24502.0,23044.0,1364.0,340.0,54.0,9.0,169.0
2593,"Humphreys County, Tennessee",18281.0,17405.0,693.0,199.0,47.0,31.0,112.0
2594,"Jefferson County, Tennessee",52887.0,51243.0,1340.0,477.0,359.0,42.0,271.0
2595,"Putnam County, Tennessee",75565.0,72184.0,2066.0,576.0,1221.0,106.0,652.0
2596,"Sequatchie County, Tennessee",14654.0,14531.0,187.0,1332.0,84.0,0.0,49.0
2597,"Sevier County, Tennessee",95523.0,92000.0,1375.0,930.0,1342.0,88.0,1835.0
2598,"Stewart County, Tennessee",13248.0,12764.0,274.0,199.0,175.0,112.0,168.0
2599,"Hardin County, Texas",55993.0,52239.0,3320.0,480.0,542.0,25.0,223.0
2600,"Haskell County, Texas",5806.0,5332.0,228.0,57.0,62.0,24.0,223.0
2601,"Howard County, Texas",36491.0,31481.0,2584.0,564.0,506.0,129.0,2526.0
2602,"Leon County, Texas",16966.0,15279.0,1290.0,160.0,137.0,31.0,164.0
2603,"Mills County, Texas",4887.0,4803.0,11.0,2.0,12.0,0.0,74.0
2604,"Montague County, Texas",19406.0,18988.0,169.0,410.0,59.0,0.0,344.0
2605,"Newton County, Texas",14187.0,11112.0,3065.0,189.0,12.0,0.0,0.0
2606,"Panola County, Texas",23574.0,19239.0,3974.0,116.0,182.0,38.0,303.0
2607,"Reeves County, Texas",14791.0,11672.0,775.0,223.0,198.0,8.0,2123.0
2608,"Sabine County, Texas",10429.0,9508.0,921.0,83.0,10.0,0.0,98.0
2609,"Sherman County, Texas",3067.0,2849.0,32.0,25.0,0.0,0.0,229.0
2610,"Swisher County, Texas",7541.0,6531.0,650.0,426.0,18.0,5.0,301.0
2611,"Hunt County, Texas",90322.0,73021.0,7927.0,1333.0,1507.0,236.0,8405.0
2612,"Camp County, Texas",12670.0,9322.0,2264.0,98.0,130.0,66.0,1119.0
2613,"Hansford County, Texas",5532.0,5154.0,17.0,9.0,0.0,0.0,408.0
2614,"Guadalupe County, Texas",150889.0,113596.0,13650.0,1859.0,3892.0,437.0,22665.0
2615,"Clay County, Texas",10369.0,10013.0,71.0,313.0,62.0,0.0,135.0
2616,"Hartley County, Texas",5821.0,5065.0,599.0,104.0,81.0,0.0,241.0
2617,"Hill County, Texas",35098.0,31328.0,2569.0,721.0,235.0,79.0,833.0
2618,"Limestone County, Texas",23480.0,18149.0,4315.0,381.0,185.0,0.0,735.0
2619,"Nacogdoches County, Texas",65411.0,51152.0,12447.0,971.0,1231.0,83.0,942.0
2620,"Parmer County, Texas",9871.0,8708.0,209.0,158.0,37.0,23.0,1038.0
2621,"Parker County, Texas",125963.0,120009.0,2285.0,2130.0,1172.0,135.0,2840.0
2622,"Presidio County, Texas",7191.0,6544.0,0.0,77.0,358.0,0.0,212.0
2623,"Val Verde County, Texas",48976.0,46017.0,1012.0,271.0,515.0,48.0,2026.0
2624,"Culberson County, Texas",2257.0,1915.0,8.0,30.0,10.0,0.0,328.0
2625,"Ector County, Texas",155744.0,132567.0,9341.0,2251.0,2011.0,62.0,14419.0
2626,"Garza County, Texas",6739.0,5780.0,345.0,42.0,38.0,51.0,613.0
2627,"Glasscock County, Texas",1420.0,1096.0,0.0,0.0,0.0,0.0,324.0
2628,"Grimes County, Texas",27358.0,21626.0,4660.0,658.0,55.0,6.0,1015.0
2629,"Travis County, Texas",1176584.0,914433.0,111480.0,15764.0,88926.0,2308.0,84851.0
2630,"Collin County, Texas",914075.0,674340.0,95027.0,11037.0,136080.0,1821.0,26674.0
2631,"Angelina County, Texas",87700.0,69998.0,13903.0,1241.0,1031.0,50.0,3505.0
2632,"Collingsworth County, Texas",3026.0,2399.0,170.0,155.0,4.0,0.0,384.0
2633,"Cottle County, Texas",1498.0,1230.0,174.0,13.0,0.0,0.0,110.0
2634,"Hays County, Texas",194843.0,175484.0,9074.0,2724.0,4145.0,458.0,9214.0
2635,"Lamb County, Texas",13368.0,11953.0,805.0,162.0,131.0,3.0,663.0
2636,"Lipscomb County, Texas",3495.0,3201.0,59.0,61.0,63.0,1.0,254.0
2637,"Loving County, Texas",74.0,70.0,0.0,7.0,0.0,0.0,0.0
2638,"Matagorda County, Texas",36744.0,28434.0,4347.0,617.0,918.0,42.0,3509.0
2639,"Pecos County, Texas",15804.0,12730.0,710.0,118.0,76.0,17.0,2249.0
2640,"Robertson County, Texas",16727.0,12964.0,3388.0,196.0,137.0,18.0,302.0
2641,"Rockwall County, Texas",90414.0,80166.0,6288.0,1025.0,3166.0,21.0,2803.0
2642,"Rusk County, Texas",53026.0,42879.0,9416.0,581.0,297.0,31.0,816.0
2643,"Taylor County, Texas",135371.0,108749.0,11956.0,1831.0,3561.0,123.0,13237.0
2644,"Throckmorton County, Texas",1541.0,1534.0,4.0,7.0,15.0,0.0,0.0
2645,"Trinity County, Texas",14481.0,12773.0,1467.0,179.0,52.0,0.0,267.0
2646,"Walker County, Texas",70818.0,52742.0,16556.0,478.0,1276.0,30.0,751.0
2647,"Wood County, Texas",43315.0,39404.0,2656.0,596.0,65.0,34.0,1159.0
2648,"Bandera County, Texas",21316.0,20667.0,213.0,1092.0,159.0,0.0,188.0
2649,"Aransas County, Texas",24832.0,22736.0,495.0,853.0,808.0,28.0,1170.0
2650,"Childress County, Texas",7064.0,5932.0,559.0,108.0,160.0,242.0,175.0
2651,"Cochran County, Texas",2932.0,2722.0,158.0,48.0,4.0,0.0,128.0
2652,"Coke County, Texas",3238.0,2923.0,21.0,40.0,5.0,0.0,272.0
2653,"Comal County, Texas",129100.0,119516.0,3112.0,1279.0,1940.0,162.0,6020.0
2654,"Coryell County, Texas",75818.0,60208.0,12947.0,4094.0,2483.0,973.0,1667.0
2655,"Hemphill County, Texas",4152.0,3966.0,38.0,58.0,24.0,0.0,192.0
2656,"Houston County, Texas",22849.0,16038.0,5950.0,295.0,168.0,0.0,946.0
2657,"Moore County, Texas",22016.0,17336.0,1074.0,391.0,1788.0,0.0,1997.0
2658,"Navarro County, Texas",48239.0,37385.0,6846.0,1310.0,424.0,551.0,2729.0
2659,"Potter County, Texas",121230.0,98699.0,13834.0,1886.0,7067.0,342.0,4162.0
2660,"San Augustine County, Texas",8403.0,6402.0,1822.0,239.0,25.0,0.0,77.0
2661,"Scurry County, Texas",17346.0,15642.0,967.0,237.0,91.0,0.0,844.0
2662,"Shackelford County, Texas",3348.0,3286.0,54.0,53.0,18.0,0.0,12.0
2663,"Starr County, Texas",63420.0,60562.0,38.0,78.0,90.0,0.0,2924.0
2664,"Stonewall County, Texas",1084.0,1035.0,38.0,13.0,0.0,0.0,11.0
2665,"Upton County, Texas",3575.0,1850.0,256.0,10.0,11.0,0.0,1471.0
2666,"Bastrop County, Texas",80306.0,62135.0,6961.0,1014.0,878.0,108.0,10848.0
2667,"Brown County, Texas",37787.0,35270.0,1646.0,468.0,382.0,0.0,671.0
2668,"Hall County, Texas",3102.0,2549.0,308.0,26.0,31.0,0.0,305.0
2669,"Bee County, Texas",32729.0,28930.0,2967.0,205.0,209.0,17.0,869.0
2670,"Franklin County, Texas",10639.0,9627.0,592.0,134.0,5.0,46.0,520.0
2671,"Frio County, Texas",19110.0,13847.0,865.0,97.0,145.0,0.0,4398.0
2672,"Crane County, Texas",4836.0,2530.0,212.0,6.0,5.0,0.0,2147.0
2673,"Lampasas County, Texas",20473.0,18820.0,656.0,431.0,414.0,282.0,647.0
2674,"McCulloch County, Texas",8145.0,7324.0,276.0,242.0,9.0,0.0,699.0
2675,"Mason County, Texas",4122.0,3816.0,18.0,277.0,103.0,0.0,160.0
2676,"Dickens County, Texas",2224.0,2035.0,73.0,23.0,17.0,0.0,126.0
2677,"Lee County, Texas",16850.0,13622.0,2001.0,91.0,161.0,15.0,1208.0
2678,"Tarrant County, Texas",1983675.0,1415255.0,341628.0,25129.0,120924.0,6120.0,142428.0
2679,"Anderson County, Texas",57747.0,43068.0,12471.0,558.0,429.0,203.0,1981.0
2680,"Ellis County, Texas",164092.0,138853.0,17735.0,5069.0,1719.0,150.0,7103.0
2681,"Jackson County, Texas",14756.0,13059.0,1256.0,4.0,44.0,14.0,670.0
2682,"Kerr County, Texas",50761.0,46991.0,968.0,1282.0,565.0,18.0,2087.0
2683,"Milam County, Texas",24479.0,21124.0,2621.0,425.0,238.0,46.0,827.0
2684,"Comanche County, Texas",13492.0,12937.0,191.0,157.0,88.0,0.0,242.0
2685,"Falls County, Texas",17289.0,12544.0,4353.0,205.0,51.0,21.0,338.0
2686,"Brooks County, Texas",7251.0,6556.0,96.0,171.0,20.0,0.0,604.0
2687,"Austin County, Texas",29292.0,24212.0,2988.0,185.0,249.0,3.0,2430.0
2688,"Kenedy County, Texas",564.0,541.0,0.0,0.0,1.0,0.0,22.0
2689,"Nueces County, Texas",358484.0,323188.0,15093.0,3257.0,8642.0,459.0,14317.0
2690,"Colorado County, Texas",20913.0,15932.0,2747.0,53.0,149.0,0.0,2287.0
2691,"San Patricio County, Texas",66867.0,63316.0,1906.0,500.0,826.0,137.0,1872.0
2692,"Rains County, Texas",11246.0,10481.0,334.0,159.0,118.0,6.0,492.0
2693,"Randall County, Texas",130552.0,120653.0,4840.0,2264.0,2816.0,268.0,3894.0
2694,"Real County, Texas",3358.0,3309.0,8.0,0.0,1.0,0.0,41.0
2695,"San Saba County, Texas",5851.0,5309.0,189.0,143.0,20.0,9.0,379.0
2696,"Schleicher County, Texas",3122.0,1990.0,9.0,0.0,6.0,0.0,1119.0
2697,"Sterling County, Texas",1139.0,1058.0,5.0,17.0,0.0,0.0,78.0
2698,"Zavala County, Texas",12152.0,11168.0,121.0,53.0,4.0,0.0,890.0
2699,"Calhoun County, Texas",21821.0,19742.0,736.0,607.0,1149.0,15.0,428.0
2700,"Carson County, Texas",6033.0,5903.0,48.0,127.0,44.0,13.0,49.0
2701,"Foard County, Texas",1414.0,1276.0,31.0,0.0,0.0,0.0,192.0
2702,"Freestone County, Texas",19646.0,16072.0,3290.0,114.0,120.0,22.0,258.0
2703,"Goliad County, Texas",7510.0,5657.0,408.0,12.0,22.0,0.0,1433.0
2704,"Hamilton County, Texas",8220.0,8007.0,62.0,143.0,16.0,0.0,136.0
2705,"Hardeman County, Texas",3990.0,3505.0,369.0,64.0,19.0,25.0,123.0
2706,"Mitchell County, Texas",8774.0,7030.0,1000.0,130.0,48.0,47.0,738.0
2707,"Titus County, Texas",32664.0,24112.0,3256.0,389.0,371.0,69.0,5110.0
2708,"Briscoe County, Texas",1591.0,1536.0,35.0,75.0,3.0,16.0,20.0
2709,"Lavaca County, Texas",19859.0,15867.0,1560.0,27.0,95.0,0.0,2800.0
2710,"Liberty County, Texas",79884.0,65785.0,8525.0,789.0,563.0,55.0,5493.0
2711,"Terry County, Texas",12755.0,11627.0,732.0,74.0,18.0,0.0,556.0
2712,"Wise County, Texas",63247.0,60613.0,1260.0,835.0,473.0,146.0,1432.0
2713,"Erath County, Texas",41016.0,38609.0,869.0,1096.0,374.0,15.0,1089.0
2714,"Brazoria County, Texas",345995.0,262672.0,48927.0,4147.0,24243.0,297.0,13973.0
2715,"Motley County, Texas",1114.0,998.0,43.0,20.0,0.0,0.0,83.0
2716,"Donley County, Texas",3433.0,3240.0,192.0,48.0,35.0,0.0,16.0
2717,"Atascosa County, Texas",48139.0,46079.0,1146.0,697.0,294.0,39.0,1586.0
2718,"Coleman County, Texas",8422.0,7908.0,286.0,109.0,78.0,0.0,197.0
2719,"Nolan County, Texas",14990.0,13346.0,819.0,161.0,139.0,67.0,770.0
2720,"Hudspeth County, Texas",3702.0,2842.0,102.0,74.0,44.0,0.0,751.0
2721,"Medina County, Texas",48548.0,44892.0,1342.0,488.0,481.0,36.0,2368.0
2722,"Ward County, Texas",11498.0,9793.0,635.0,286.0,72.0,0.0,836.0
2723,"Henderson County, Texas",79687.0,71798.0,5751.0,1176.0,609.0,65.0,1138.0
2724,"Harrison County, Texas",66606.0,49718.0,14536.0,724.0,599.0,27.0,2277.0
2725,"Menard County, Texas",2123.0,1915.0,20.0,138.0,0.0,0.0,260.0
2726,"Lamar County, Texas",49401.0,42083.0,6836.0,1372.0,490.0,306.0,448.0
2727,"Fayette County, Texas",24963.0,22784.0,1584.0,164.0,195.0,19.0,505.0
2728,"Williamson County, Texas",508313.0,428283.0,38724.0,5995.0,37455.0,970.0,17803.0
2729,"Kimble County, Texas",4432.0,4120.0,1.0,84.0,0.0,2.0,332.0
2730,"Martin County, Texas",5547.0,4628.0,36.0,129.0,0.0,10.0,772.0
2731,"Doña Ana County, New Mexico",213849.0,192273.0,4688.0,3911.0,3170.0,195.0,13775.0
2732,"Oglala Lakota County, South Dakota",14291.0,979.0,27.0,13553.0,1.0,1.0,19.0
2733,"Polk County, Texas",46974.0,40463.0,5239.0,1273.0,387.0,116.0,465.0
2734,"Refugio County, Texas",7293.0,6287.0,531.0,325.0,34.0,0.0,599.0
2735,"Van Zandt County, Texas",53607.0,51117.0,1873.0,835.0,264.0,113.0,456.0
2736,"Caldwell County, Texas",40544.0,32245.0,3030.0,722.0,453.0,50.0,4939.0
2737,"Wilbarger County, Texas",12972.0,10879.0,1272.0,329.0,122.0,2.0,716.0
2738,"Reagan County, Texas",3735.0,1767.0,32.0,10.0,0.0,0.0,1956.0
2739,"Yoakum County, Texas",8481.0,8321.0,226.0,16.0,3.0,0.0,101.0
2740,"Hale County, Texas",34527.0,30663.0,2242.0,1133.0,427.0,35.0,1681.0
2741,"Shelby County, Texas",25689.0,20312.0,5006.0,192.0,140.0,21.0,142.0
2742,"Red River County, Texas",12353.0,10022.0,2212.0,250.0,14.0,0.0,101.0
2743,"Runnels County, Texas",10266.0,9555.0,190.0,122.0,109.0,0.0,452.0
2744,"San Jacinto County, Texas",27436.0,24105.0,3390.0,156.0,22.0,0.0,184.0
2745,"Sutton County, Texas",3894.0,2708.0,22.0,18.0,0.0,40.0,1115.0
2746,"Tom Green County, Texas",116906.0,101835.0,5627.0,1052.0,1910.0,201.0,8901.0
2747,"Upshur County, Texas",40506.0,35036.0,3960.0,586.0,91.0,37.0,1648.0
2748,"Victoria County, Texas",91518.0,81664.0,6401.0,753.0,1474.0,245.0,3142.0
2749,"Waller County, Texas",48443.0,32549.0,12775.0,678.0,549.0,22.0,3264.0
2750,"Wharton County, Texas",41430.0,34076.0,6137.0,39.0,38.0,0.0,1506.0
2751,"Wichita County, Texas",131778.0,107946.0,15547.0,3007.0,4164.0,259.0,6629.0
2752,"Wilson County, Texas",47205.0,45256.0,864.0,838.0,402.0,133.0,1044.0
2753,"Borden County, Texas",602.0,602.0,0.0,0.0,0.0,0.0,0.0
2754,"Hockley County, Texas",23273.0,21251.0,1110.0,339.0,101.0,20.0,965.0
2755,"Marion County, Texas",10140.0,7511.0,2436.0,59.0,57.0,17.0,166.0
2756,"Maverick County, Texas",57471.0,53855.0,376.0,790.0,253.0,32.0,2482.0
2757,"Midland County, Texas",159883.0,135392.0,11323.0,1865.0,3890.0,235.0,10929.0
2758,"Grayson County, Texas",126146.0,113407.0,8821.0,3025.0,2064.0,185.0,2427.0
2759,"Live Oak County, Texas",12043.0,11144.0,319.0,136.0,99.0,0.0,556.0
2760,"Llano County, Texas",20195.0,19489.0,187.0,602.0,152.0,0.0,394.0
2761,"Palo Pinto County, Texas",28109.0,26255.0,827.0,300.0,261.0,87.0,889.0
2762,"Fannin County, Texas",33787.0,30522.0,2470.0,762.0,299.0,23.0,680.0
2763,"Karnes County, Texas",15051.0,10542.0,1349.0,134.0,28.0,5.0,3207.0
2764,"DeWitt County, Texas",20474.0,14336.0,2031.0,209.0,4.0,0.0,4362.0
2765,"Brazos County, Texas",214231.0,166156.0,24681.0,4208.0,14322.0,339.0,12069.0
2766,"Callahan County, Texas",13660.0,13222.0,359.0,93.0,112.0,48.0,183.0
2767,"Cass County, Texas",30118.0,24165.0,5339.0,341.0,175.0,65.0,601.0
2768,"Gaines County, Texas",19889.0,18730.0,538.0,58.0,93.0,8.0,585.0
2769,"Gregg County, Texas",123402.0,94348.0,26508.0,1176.0,2132.0,127.0,2025.0
2770,"Gray County, Texas",22962.0,20070.0,1328.0,596.0,193.0,26.0,1402.0
2771,"Madison County, Texas",13979.0,10633.0,2758.0,421.0,159.0,35.0,597.0
2772,"Lubbock County, Texas",298042.0,246487.0,24851.0,5442.0,8085.0,383.0,21659.0
2773,"Jack County, Texas",8839.0,8230.0,413.0,77.0,17.0,6.0,181.0
2774,"Kaufman County, Texas",114852.0,96928.0,13135.0,1436.0,1633.0,179.0,4604.0
2775,"Kendall County, Texas",40306.0,38130.0,747.0,948.0,615.0,177.0,1395.0
2776,"Bosque County, Texas",17955.0,17287.0,439.0,189.0,66.0,27.0,332.0
2777,"Floyd County, Texas",5953.0,5685.0,173.0,83.0,21.0,0.0,79.0
2778,"Bexar County, Texas",1892004.0,1553153.0,164887.0,26574.0,68213.0,6173.0,137517.0
2779,"Bailey County, Texas",7098.0,6095.0,115.0,7.0,63.0,16.0,811.0
2780,"Chambers County, Texas",39283.0,34826.0,3371.0,279.0,538.0,0.0,766.0
2781,"Baylor County, Texas",3602.0,3408.0,155.0,43.0,27.0,7.0,82.0
2782,"Bell County, Texas",336506.0,230002.0,85421.0,6229.0,15373.0,4121.0,14484.0
2783,"Cameron County, Texas",420201.0,398118.0,2543.0,1703.0,3511.0,138.0,17880.0
2784,"Denton County, Texas",781321.0,614716.0,81499.0,10575.0,71195.0,1779.0,29596.0
2785,"Orange County, Texas",83909.0,75212.0,7623.0,954.0,1157.0,93.0,556.0
2786,"Hutchinson County, Texas",21704.0,19859.0,697.0,740.0,204.0,78.0,948.0
2787,"Washington County, Texas",34667.0,27409.0,6156.0,405.0,652.0,175.0,539.0
2788,"Morris County, Texas",12530.0,8923.0,3091.0,176.0,46.0,8.0,614.0
2789,"Stephens County, Texas",9365.0,8668.0,407.0,134.0,67.0,0.0,346.0
2790,"Winkler County, Texas",7777.0,7025.0,296.0,198.0,4.0,9.0,395.0
2791,"Harris County, Texas",4525519.0,2948639.0,897463.0,43386.0,343773.0,7493.0,394584.0
2792,"Andrews County, Texas",17577.0,16461.0,500.0,129.0,86.0,9.0,719.0
2793,"Burnet County, Texas",45017.0,42932.0,1027.0,534.0,368.0,0.0,832.0
2794,"Gillespie County, Texas",25939.0,24950.0,238.0,1268.0,58.0,12.0,332.0
2795,"Gonzales County, Texas",20558.0,11985.0,1589.0,104.0,57.0,5.0,7256.0
2796,"Dallas County, Texas",2552213.0,1620994.0,603513.0,30245.0,168793.0,3517.0,200514.0
2797,"Lynn County, Texas",5785.0,5106.0,106.0,141.0,22.0,7.0,735.0
2798,"McMullen County, Texas",600.0,569.0,0.0,5.0,0.0,0.0,26.0
2799,"Young County, Texas",18166.0,17496.0,382.0,127.0,101.0,0.0,197.0
2800,"Zapata County, Texas",14415.0,13681.0,122.0,0.0,102.0,0.0,510.0
2801,"Johnson County, Texas",160173.0,149854.0,5684.0,2545.0,1898.0,737.0,3116.0
2802,"Hood County, Texas",55418.0,53533.0,594.0,788.0,531.0,28.0,641.0
2803,"Hopkins County, Texas",35929.0,30890.0,2820.0,410.0,316.0,65.0,2248.0
2804,"McLennan County, Texas",245720.0,195140.0,37873.0,2706.0,4909.0,314.0,10775.0
2805,"Ochiltree County, Texas",10484.0,9601.0,141.0,372.0,22.0,0.0,723.0
2806,"King County, Texas",289.0,288.0,0.0,0.0,0.0,0.0,1.0
2807,"Knox County, Texas",3753.0,3308.0,247.0,39.0,7.0,0.0,213.0
2808,"Cherokee County, Texas",51594.0,43120.0,7734.0,571.0,367.0,0.0,1109.0
2809,"Concho County, Texas",3858.0,3757.0,39.0,23.0,40.0,0.0,16.0
2810,"Delta County, Texas",5172.0,4666.0,429.0,138.0,38.0,0.0,114.0
2811,"Edwards County, Texas",2111.0,2088.0,0.0,1.0,0.0,0.0,22.0
2812,"Eastland County, Texas",18278.0,17055.0,414.0,304.0,45.0,1.0,718.0
2813,"Jones County, Texas",19969.0,14342.0,3366.0,593.0,107.0,0.0,2547.0
2814,"Jeff Davis County, Texas",2236.0,2162.0,15.0,24.0,33.0,0.0,16.0
2815,"Jim Hogg County, Texas",5262.0,5178.0,2.0,17.0,0.0,0.0,102.0
2816,"Jim Wells County, Texas",41318.0,39891.0,300.0,150.0,237.0,48.0,852.0
2817,"Montgomery County, Texas",535187.0,473764.0,29125.0,7221.0,18093.0,870.0,19831.0
2818,"Dallam County, Texas",7207.0,6736.0,211.0,123.0,74.0,17.0,271.0
2819,"Dimmit County, Texas",10822.0,10139.0,6.0,0.0,21.0,0.0,660.0
2820,"Webb County, Texas",269624.0,257893.0,1345.0,911.0,1650.0,131.0,9146.0
2821,"Fort Bend County, Texas",711421.0,385142.0,153338.0,5402.0,145290.0,1054.0,40352.0
2822,"Armstrong County, Texas",1929.0,1845.0,56.0,32.0,0.0,0.0,20.0
2823,"Castro County, Texas",7891.0,7458.0,70.0,131.0,93.0,2.0,286.0
2824,"Irion County, Texas",1592.0,1341.0,64.0,11.0,0.0,0.0,205.0
2825,"Kleberg County, Texas",31540.0,28172.0,1440.0,232.0,833.0,20.0,1545.0
2826,"Willacy County, Texas",21839.0,21029.0,175.0,92.0,22.0,3.0,613.0
2827,"Cooke County, Texas",39064.0,36923.0,1591.0,625.0,580.0,106.0,513.0
2828,"Crosby County, Texas",5895.0,5456.0,316.0,31.0,0.0,0.0,203.0
2829,"Dawson County, Texas",13095.0,10509.0,838.0,281.0,112.0,3.0,1668.0
2830,"Fisher County, Texas",3875.0,3599.0,129.0,73.0,19.0,4.0,131.0
2831,"Duval County, Texas",11434.0,9870.0,165.0,36.0,32.0,0.0,1365.0
2832,"Burleson County, Texas",17596.0,14274.0,2346.0,131.0,65.0,7.0,1157.0
2833,"Blanco County, Texas",11089.0,10544.0,76.0,415.0,91.0,50.0,290.0
2834,"Jasper County, Texas",35444.0,28094.0,6115.0,315.0,356.0,33.0,1136.0
2835,"Jefferson County, Texas",254574.0,152104.0,87918.0,2002.0,10237.0,179.0,6142.0
2836,"Kinney County, Texas",3631.0,3513.0,4.0,6.0,0.0,0.0,108.0
2837,"Oldham County, Texas",2083.0,1944.0,187.0,15.0,5.0,0.0,5.0
2838,"Deaf Smith County, Texas",18947.0,17290.0,390.0,677.0,130.0,31.0,1238.0
2839,"Galveston County, Texas",321184.0,258752.0,45375.0,4329.0,12816.0,531.0,9031.0
2840,"El Paso County, Texas",834825.0,693203.0,34912.0,9512.0,15105.0,2500.0,99858.0
